CollectionName,SessionId,TestId,Timestamp,RFBand,MOS,RSRP Rx,SINR Rx,RSRQ Rx,DataType
SYNTHETIC_5G_VOICE_2026,1021,408,2026-06-15 11:20:35,n28,3.397,-104.19,3.23,-17.38,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,409,2026-06-15 11:20:40,n28,3.741,-94.76,7.3,-17.03,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,410,2026-06-15 11:20:45,n28,3.535,-93.78,12.62,-16.96,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,411,2026-06-15 11:20:50,n28,2.989,-110.67,5.58,-20.49,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,412,2026-06-15 11:20:55,n28,3.15,-107.67,4.05,-17.76,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,413,2026-06-15 11:21:00,n28,3.037,-109.67,-1.95,-18.49,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,414,2026-06-15 11:21:05,n28,3.703,-99.2,12.39,-16.12,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,415,2026-06-15 11:21:10,n28,3.531,-108.73,3.54,-14.22,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,416,2026-06-15 11:21:15,n28,3.131,-99.42,4.3,-18.43,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,417,2026-06-15 11:21:20,n28,3.748,-106.53,8.15,-15.94,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,418,2026-06-15 11:21:25,n28,3.712,-99.22,8.49,-16.02,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,419,2026-06-15 11:21:30,n28,3.225,-111.74,2.68,-17.45,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,420,2026-06-15 11:21:35,n28,3.357,-97.25,3.13,-17.45,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,421,2026-06-15 11:27:00,n28,3.372,-109.11,5.06,-15.37,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,422,2026-06-15 11:27:05,n28,3.398,-92.86,7.41,-14.36,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,423,2026-06-15 11:27:10,n28,3.466,-107.83,6.22,-16.16,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,424,2026-06-15 11:27:15,n28,2.928,-109.07,2.79,-16.53,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,425,2026-06-15 11:27:20,n28,4.113,-91.4,14.19,-13.82,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,426,2026-06-15 11:27:25,n28,3.884,-92.66,8.96,-15.25,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,427,2026-06-15 11:27:30,n28,4.046,-91.17,9.65,-11.94,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,428,2026-06-15 11:27:35,n28,3.562,-89.03,12.19,-15.27,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,429,2026-06-15 11:27:40,n28,4.423,-95.52,10.72,-15.38,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,430,2026-06-15 11:27:45,n28,3.659,-93.93,8.92,-15.86,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,431,2026-06-15 11:27:50,n28,3.444,-101.62,2.94,-16.41,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,432,2026-06-15 11:27:55,n28,2.981,-95.9,7.15,-15.71,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,433,2026-06-15 11:28:00,n28,4.567,-99.69,6.88,-17.04,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,434,2026-06-15 11:28:05,n28,3.573,-112.48,7.0,-18.57,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,435,2026-06-15 11:28:10,n28,3.667,-89.87,15.05,-13.99,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,436,2026-06-15 11:28:15,n28,3.721,-92.41,15.61,-16.55,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,437,2026-06-15 11:28:20,n28,3.95,-99.32,8.06,-16.62,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,438,2026-06-15 11:28:25,n28,3.967,-96.31,10.94,-17.58,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,439,2026-06-15 11:28:30,n28,4.193,-92.16,12.07,-13.41,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1022,440,2026-06-15 11:28:35,n28,3.593,-105.3,6.5,-16.88,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,441,2026-06-15 11:34:00,n28,3.148,-113.19,-1.11,-18.15,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,442,2026-06-15 11:34:05,n28,3.626,-96.83,7.99,-16.04,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,443,2026-06-15 11:34:10,n28,4.053,-96.45,11.5,-14.83,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,444,2026-06-15 11:34:15,n28,4.059,-88.1,14.2,-14.18,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,445,2026-06-15 11:34:20,n28,4.301,-80.49,13.44,-17.18,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,446,2026-06-15 11:34:25,n28,4.456,-93.26,16.5,-18.08,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,447,2026-06-15 11:34:30,n28,4.848,-94.36,11.28,-14.06,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,448,2026-06-15 11:34:35,n28,3.402,-104.94,3.67,-18.7,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,449,2026-06-15 11:34:40,n28,4.059,-102.91,7.29,-17.74,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,450,2026-06-15 11:34:45,n28,3.239,-92.82,6.59,-17.04,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,451,2026-06-15 11:34:50,n28,3.435,-106.51,3.23,-18.68,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,452,2026-06-15 11:34:55,n28,3.923,-87.38,14.99,-16.47,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,453,2026-06-15 11:35:00,n28,3.767,-99.95,4.77,-18.9,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,454,2026-06-15 11:35:05,n28,2.923,-103.23,2.61,-16.81,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,455,2026-06-15 11:35:10,n28,3.207,-100.79,1.64,-18.02,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,456,2026-06-15 11:35:15,n28,4.388,-86.05,13.88,-15.55,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,457,2026-06-15 11:35:20,n28,3.79,-112.36,0.49,-17.82,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,458,2026-06-15 11:35:25,n28,3.748,-101.31,6.96,-20.66,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,459,2026-06-15 11:35:30,n28,3.374,-99.48,3.91,-16.93,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1023,460,2026-06-15 11:35:35,n28,3.178,-105.39,0.43,-15.57,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,461,2026-06-15 11:41:00,n28,3.97,-96.05,9.78,-19.49,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,462,2026-06-15 11:41:05,n28,3.876,-95.62,9.13,-16.57,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,463,2026-06-15 11:41:10,n28,3.247,-109.61,2.89,-19.41,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,464,2026-06-15 11:41:15,n28,3.822,-104.81,10.54,-13.12,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,465,2026-06-15 11:41:20,n28,3.256,-102.25,4.61,-15.41,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,466,2026-06-15 11:41:25,n28,3.713,-94.17,13.99,-13.79,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,467,2026-06-15 11:41:30,n28,3.788,-95.13,14.23,-15.32,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,468,2026-06-15 11:41:35,n28,4.01,-96.3,13.48,-17.11,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,469,2026-06-15 11:41:40,n28,3.284,-99.77,1.8,-16.45,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,470,2026-06-15 11:41:45,n28,3.69,-97.09,11.64,-16.68,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,471,2026-06-15 11:41:50,n28,2.705,-111.95,0.49,-19.33,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,472,2026-06-15 11:41:55,n28,2.87,-109.48,7.62,-18.44,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,473,2026-06-15 11:42:00,n28,3.523,-103.45,9.93,-14.93,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,474,2026-06-15 11:42:05,n28,3.086,-101.84,8.45,-16.69,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,475,2026-06-15 11:42:10,n28,4.108,-94.58,12.72,-14.26,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,476,2026-06-15 11:42:15,n28,2.075,-122.31,-14.96,-22.05,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,477,2026-06-15 11:42:20,n28,2.746,-103.67,8.81,-14.4,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,478,2026-06-15 11:42:25,n28,3.482,-91.27,4.47,-18.68,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,479,2026-06-15 11:42:30,n28,1.824,-114.04,3.3,-17.61,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1024,480,2026-06-15 11:42:35,n28,3.401,-101.78,9.05,-16.87,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,481,2026-06-15 11:48:00,n28,3.287,-114.47,-1.52,-18.03,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,482,2026-06-15 11:48:05,n28,4.192,-90.34,8.53,-13.62,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,483,2026-06-15 11:48:10,n28,3.928,-96.5,10.8,-15.61,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,484,2026-06-15 11:48:15,n28,2.828,-112.42,4.54,-16.69,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,485,2026-06-15 11:48:20,n28,4.227,-87.25,19.66,-14.07,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,486,2026-06-15 11:48:25,n28,3.866,-84.54,12.56,-13.08,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,487,2026-06-15 11:48:30,n28,3.637,-103.79,6.11,-15.28,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,488,2026-06-15 11:48:35,n28,3.445,-97.12,6.25,-16.74,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,489,2026-06-15 11:48:40,n28,3.391,-106.73,9.84,-19.58,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,490,2026-06-15 11:48:45,n28,4.028,-103.43,7.31,-19.9,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,491,2026-06-15 11:48:50,n28,3.392,-100.81,8.7,-16.9,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,492,2026-06-15 11:48:55,n28,2.642,-115.49,-2.22,-19.66,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,493,2026-06-15 11:49:00,n28,3.326,-103.14,1.54,-16.51,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,494,2026-06-15 11:49:05,n28,2.857,-102.57,4.84,-12.7,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,495,2026-06-15 11:49:10,n28,4.225,-84.74,20.96,-13.68,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,496,2026-06-15 11:49:15,n28,3.266,-113.69,-1.17,-19.08,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,497,2026-06-15 11:49:20,n28,3.522,-95.93,7.62,-15.63,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,498,2026-06-15 11:49:25,n28,3.705,-84.15,12.09,-16.36,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,499,2026-06-15 11:49:30,n28,3.648,-99.28,9.27,-15.6,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1025,500,2026-06-15 11:49:35,n28,3.98,-109.22,4.87,-18.05,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,501,2026-06-15 11:55:00,n28,3.251,-101.7,5.04,-17.18,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,502,2026-06-15 11:55:05,n28,3.894,-101.86,11.14,-15.5,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,503,2026-06-15 11:55:10,n28,4.213,-95.68,12.52,-16.15,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,504,2026-06-15 11:55:15,n28,3.088,-107.42,-0.49,-15.65,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,505,2026-06-15 11:55:20,n28,3.781,-98.09,13.27,-12.49,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,506,2026-06-15 11:55:25,n28,3.929,-91.12,11.87,-14.92,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,507,2026-06-15 11:55:30,n28,4.015,-100.48,5.78,-17.82,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,508,2026-06-15 11:55:35,n28,4.109,-97.91,3.29,-13.32,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,509,2026-06-15 11:55:40,n28,3.208,-101.09,6.85,-17.34,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,510,2026-06-15 11:55:45,n28,3.579,-103.38,4.42,-18.91,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,511,2026-06-15 11:55:50,n28,3.268,-96.65,10.0,-15.66,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,512,2026-06-15 11:55:55,n28,3.952,-92.81,10.6,-14.72,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,513,2026-06-15 11:56:00,n28,2.723,-110.87,0.42,-19.73,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,514,2026-06-15 11:56:05,n28,3.998,-92.81,7.41,-16.82,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,515,2026-06-15 11:56:10,n28,3.632,-100.1,4.77,-13.22,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,516,2026-06-15 11:56:15,n28,3.358,-104.16,5.39,-18.81,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,517,2026-06-15 11:56:20,n28,4.35,-75.22,19.07,-13.24,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,518,2026-06-15 11:56:25,n28,2.724,-107.37,2.4,-18.25,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,519,2026-06-15 11:56:30,n28,2.905,-99.8,7.02,-15.03,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1026,520,2026-06-15 11:56:35,n28,3.224,-97.53,5.1,-17.97,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,521,2026-06-15 12:02:00,n28,3.171,-103.37,1.44,-17.78,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,522,2026-06-15 12:02:05,n28,3.539,-92.79,12.94,-12.22,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,523,2026-06-15 12:02:10,n28,3.933,-101.92,8.95,-18.1,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,524,2026-06-15 12:02:15,n28,3.995,-94.69,10.89,-16.02,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,525,2026-06-15 12:02:20,n28,3.574,-95.32,7.8,-17.02,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,526,2026-06-15 12:02:25,n28,3.299,-113.95,-1.05,-20.24,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,527,2026-06-15 12:02:30,n28,4.298,-81.99,17.92,-16.93,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,528,2026-06-15 12:02:35,n28,3.624,-96.16,8.71,-12.41,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,529,2026-06-15 12:02:40,n28,3.319,-102.06,6.27,-15.76,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,530,2026-06-15 12:02:45,n28,2.592,-110.83,-1.04,-17.24,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,531,2026-06-15 12:02:50,n28,3.065,-99.97,7.47,-15.36,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,532,2026-06-15 12:02:55,n28,3.375,-106.1,3.37,-16.92,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,533,2026-06-15 12:03:00,n28,3.801,-104.83,3.64,-16.2,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,534,2026-06-15 12:03:05,n28,3.153,-107.03,8.35,-17.43,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,535,2026-06-15 12:03:10,n28,3.873,-96.37,8.92,-17.22,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,536,2026-06-15 12:03:15,n28,3.984,-96.14,11.15,-16.11,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,537,2026-06-15 12:03:20,n28,2.628,-122.61,-1.01,-16.88,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,538,2026-06-15 12:03:25,n28,4.214,-83.93,15.47,-14.78,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,539,2026-06-15 12:03:30,n28,3.51,-89.57,10.36,-16.96,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1027,540,2026-06-15 12:03:35,n28,2.448,-105.4,7.0,-12.8,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,541,2026-06-15 12:09:00,n28,3.023,-99.16,10.87,-13.69,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,542,2026-06-15 12:09:05,n28,3.491,-87.56,14.01,-13.38,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,543,2026-06-15 12:09:10,n28,3.162,-106.16,3.86,-17.4,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,544,2026-06-15 12:09:15,n28,3.022,-100.9,5.66,-13.29,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,545,2026-06-15 12:09:20,n28,3.189,-102.49,3.26,-16.21,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,546,2026-06-15 12:09:25,n28,4.14,-89.48,17.38,-12.41,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,547,2026-06-15 12:09:30,n28,3.882,-93.91,10.14,-15.78,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,548,2026-06-15 12:09:35,n28,3.29,-104.22,0.33,-18.0,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,549,2026-06-15 12:09:40,n28,3.671,-95.67,15.08,-15.64,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,550,2026-06-15 12:09:45,n28,2.934,-108.49,3.78,-21.1,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,551,2026-06-15 12:09:50,n28,3.519,-102.39,8.6,-15.23,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,552,2026-06-15 12:09:55,n28,3.629,-93.94,6.27,-13.24,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,553,2026-06-15 12:10:00,n28,3.943,-94.61,11.62,-16.67,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,554,2026-06-15 12:10:05,n28,3.745,-101.66,16.4,-12.85,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,555,2026-06-15 12:10:10,n28,3.448,-100.08,5.03,-19.58,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,556,2026-06-15 12:10:15,n28,4.016,-84.03,16.25,-13.68,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,557,2026-06-15 12:10:20,n28,2.89,-108.33,6.42,-17.73,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,558,2026-06-15 12:10:25,n28,3.667,-99.31,7.24,-12.83,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,559,2026-06-15 12:10:30,n28,2.861,-87.27,19.15,-13.32,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1028,560,2026-06-15 12:10:35,n28,2.345,-94.53,13.98,-14.24,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,561,2026-06-15 12:16:00,n28,3.852,-94.77,11.22,-14.21,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,562,2026-06-15 12:16:05,n28,2.334,-101.51,6.79,-14.86,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,563,2026-06-15 12:16:10,n28,4.097,-94.35,11.83,-14.51,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,564,2026-06-15 12:16:15,n28,3.882,-106.88,5.75,-19.33,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,565,2026-06-15 12:16:20,n28,3.699,-100.99,3.45,-17.42,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,566,2026-06-15 12:16:25,n28,3.523,-105.24,5.97,-15.08,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,567,2026-06-15 12:16:30,n28,4.055,-82.27,25.94,-10.94,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,568,2026-06-15 12:16:35,n28,3.376,-102.67,7.56,-16.27,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,569,2026-06-15 12:16:40,n28,3.589,-105.58,5.54,-16.79,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,570,2026-06-15 12:16:45,n28,3.892,-100.14,8.31,-17.53,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,571,2026-06-15 12:16:50,n28,1.502,-113.91,-4.58,-20.01,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,572,2026-06-15 12:16:55,n28,2.835,-117.82,2.13,-17.82,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,573,2026-06-15 12:17:00,n28,3.447,-102.12,9.14,-17.19,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,574,2026-06-15 12:17:05,n28,3.907,-90.8,12.53,-14.06,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,575,2026-06-15 12:17:10,n28,3.435,-100.05,7.98,-15.21,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,576,2026-06-15 12:17:15,n28,2.262,-118.64,-2.49,-17.63,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,577,2026-06-15 12:17:20,n28,3.591,-109.82,6.01,-19.19,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,578,2026-06-15 12:17:25,n28,3.388,-102.02,5.28,-16.07,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,579,2026-06-15 12:17:30,n28,4.334,-95.64,15.15,-15.73,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1029,580,2026-06-15 12:17:35,n28,4.088,-103.01,10.76,-16.07,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,581,2026-06-15 12:23:00,n28,5.7,-104.48,4.12,-17.67,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,582,2026-06-15 12:23:05,n28,2.936,-102.75,-1.66,-16.19,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,583,2026-06-15 12:23:10,n28,3.076,-97.87,8.43,-19.05,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,584,2026-06-15 12:23:15,n28,3.561,,12.6,-14.37,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,585,2026-06-15 12:23:20,n28,4.336,-98.18,17.52,-12.6,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,586,2026-06-15 12:23:25,n28,2.92,-103.09,1.47,-15.83,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,587,2026-06-15 12:23:30,n28,2.672,-99.99,8.7,-15.97,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,588,2026-06-15 12:23:35,n28,2.787,-102.45,-2.16,-16.41,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,589,2026-06-15 12:23:40,n28,3.324,-103.77,5.12,-19.95,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,590,2026-06-15 12:23:45,n28,3.529,-101.95,4.73,-13.71,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,591,2026-06-15 12:23:50,n28,3.404,-108.76,10.1,-14.75,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,592,2026-06-15 12:23:55,n28,3.141,-101.21,2.87,-16.38,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,593,2026-06-15 12:24:00,n28,3.179,-107.38,1.26,-13.29,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,594,2026-06-15 12:24:05,n28,3.631,-96.18,8.29,-15.08,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,595,2026-06-15 12:24:10,n28,2.834,-104.43,0.35,-17.6,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,596,2026-06-15 12:24:15,n28,3.2,-99.79,8.63,-18.88,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,597,2026-06-15 12:24:20,n28,3.701,-105.76,7.1,-16.91,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,598,2026-06-15 12:24:25,n28,3.672,-99.4,8.51,-15.29,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,599,2026-06-15 12:24:30,n28,3.69,-95.94,7.32,-17.76,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1030,600,2026-06-15 12:24:35,n28,4.397,-91.05,14.33,-13.51,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,601,2026-06-15 12:30:00,n1,3.753,-92.04,10.28,-15.38,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,602,2026-06-15 12:30:05,n1,3.639,-91.34,12.21,-15.93,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,603,2026-06-15 12:30:10,n1,4.246,-86.21,12.11,-16.47,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,604,2026-06-15 12:30:15,n1,2.493,-105.66,-0.83,-18.4,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,605,2026-06-15 12:30:20,n1,3.996,-91.56,18.85,-12.36,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,606,2026-06-15 12:30:25,n1,3.381,-102.64,8.51,-18.4,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,607,2026-06-15 12:30:30,n1,4.357,-96.6,14.44,-10.56,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,608,2026-06-15 12:30:35,n1,2.436,-96.37,1.81,-14.83,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,609,2026-06-15 12:30:40,n1,4.765,-83.82,18.04,-15.39,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,610,2026-06-15 12:30:45,n1,3.235,-102.83,4.45,-15.59,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1031,611,2026-06-15 12:30:50,n1,3.851,-88.65,18.22,-16.35,SYNTHETIC
